month,dest,origin,average_seats,average_passengers
2,TPA,SYR,696.666666666667,596
2,TPA,TLH,1462,998
2,TPA,TPA,0,0
2,TPA,TTN,2481,2321.5
2,TPA,VQQ,0,0
2,TPA,YHZ,1752,1530
2,TPA,YOW,1168,1077
2,TPA,YUL,1753,1572
2,TPA,YVR,58,44
2,TPA,YYZ,2389.44444444444,2197.33333333333
2,TPA,ZRH,1260,578
2,TPE,ANC,0,0
2,TPE,GUM,2886,2137
2,TPE,HNL,1530,956
2,TPE,IAH,7992,7174
2,TPE,JFK,6283,5311
2,TPE,LAX,7446.2,6196.4
2,TPE,ONT,7645,6267
2,TPE,ORD,5661,4014
2,TPE,SEA,4942,4307.5
2,TPE,SFO,11458.75,9096.5
2,TRC,DFW,1235,663
2,TRI,ATL,3438.66666666667,2554.66666666667
2,TRI,CAK,65,62
2,TRI,CLT,3313,2321
2,TRI,SFB,1248,917
2,TRN,PTK,13,4
2,TSA,ANC,14,1
2,TSA,HNL,14,4
2,TSS,EWR,9,8
2,TSS,TEB,18,0
2,TTN,ATL,1383,1199
2,TTN,BCT,10,9
2,TTN,CID,173,36
2,TTN,CLT,1101,868
2,TTN,EWR,173,0
2,TTN,FLL,1470,1253
2,TTN,JAX,1101,772.5
2,TTN,MCO,4041,3499
2,TTN,PBI,2562,2334
2,TTN,PHL,10,0
2,TTN,RDU,732,656
2,TTN,RSW,1218,1045.33333333333
2,TTN,SAC,13,8
2,TTN,SJU,11.5,9
2,TTN,STX,13,11
2,TTN,TPA,2565,2352.5
2,TUL,AFW,0,0
2,TUL,ATL,4211.33333333333,3134.33333333333
2,TUL,AUS,0,0
2,TUL,CKB,50,0
2,TUL,CLT,2277,1639.33333333333
2,TUL,CVG,0,0
2,TUL,DAL,13871,9389
2,TUL,DEN,1595.83333333333,1149.83333333333
2,TUL,DFW,4427.14285714286,3107.42857142857
2,TUL,DSM,140,133
2,TUL,DTW,76,73
2,TUL,HOU,3809.66666666667,2699
2,TUL,IAD,76,70
2,TUL,IAH,1254.63636363636,924.090909090909
2,TUL,JFK,76,54
2,TUL,LAS,1745.66666666667,1371.66666666667
2,TUL,LAX,1248,989
2,TUL,LGA,143,141
2,TUL,MAF,143,71
2,TUL,MEM,0,0
2,TUL,MSP,811,455.5
2,TUL,OKC,0,0
2,TUL,ORD,890,609.909090909091
2,TUL,PHL,187,133
2,TUL,PHX,3734,2546.5
2,TUL,RST,50,0
2,TUL,SAV,50,0
2,TUL,SDF,0,0
2,TUL,SFB,684,513.5
2,TUL,SLC,3870,2333
2,TUL,STL,3726.5,2603
2,TUL,TYS,50,0
2,TUL,XNA,76,66
2,TUP,BNA,900,534
2,TUP,TUP,22.5,14
2,TUS,ABQ,183,119
2,TUS,AMA,50,0
2,TUS,ATL,9000,7947
2,TUS,AUS,13,2
2,TUS,BJC,148,47
2,TUS,BLI,1248,717
2,TUS,CLT,1650,1084
2,TUS,CSL,8,3
2,TUS,DAL,572,395
2,TUS,DEN,2259.6,1925
2,TUS,DFW,6085.2,5218.8
2,TUS,DTW,70,0
2,TUS,GEG,50,0
2,TUS,IAH,1816.66666666667,1525.16666666667
2,TUS,IFP,183,156
2,TUS,LAS,3026.25,2658.25
2,TUS,LAX,2463.8,1856.1
2,TUS,MCI,0,0
2,TUS,MDW,1521.66666666667,1353
2,TUS,MEM,0,0
2,TUS,MKE,50,0
2,TUS,MSN,76,0
2,TUS,MSP,2181.66666666667,1811.66666666667
2,TUS,ORD,2758.5,2310.25
2,TUS,PDX,4028,3358
2,TUS,PHX,1870.55555555556,1548.88888888889
2,TUS,PVU,1248,756
2,TUS,SAN,3734,2835.5
2,TUS,SEA,2208.83333333333,1674.16666666667
2,TUS,SFO,2651,1983.5
2,TUS,SJC,2780,2048
2,TUS,SJO,8,1
2,TUS,SLC,1327.25,1028.75
2,TUS,SMF,106.5,9.5
2,TVC,DTW,1234.8,1034.2
2,TVC,GRR,0,0
2,TVC,ORD,1392.5,1084.16666666667
2,TVF,MEM,0,0
2,TVF,MSP,228,110.5
2,TVF,TVF,16,14
2,TWA,CLP,6,0
2,TWA,DLG,12,6
2,TWA,TOG,36,4.5
2,TWF,BOI,76,64
2,TWF,DEN,1216,850
2,TWF,LAX,1596,768
2,TWF,ORD,76,30
2,TWF,SFO,1368,662
2,TWF,SLC,1937.5,1375.25
2,TWF,VNY,8,3
2,TXK,ATL,8,4
2,TXK,DFW,1675,1180
2,TXK,MDW,8,6
2,TXL,EWR,5350,3934
2,TYE,BVU,25,4.5
2,TYE,MRI,62,15
2,TYE,XWA,5,0
2,TYR,DFW,2260,1656
2,TYS,ATL,4875.25,4139
2,TYS,BNA,50,0
2,TYS,CAE,0,0
2,TYS,CHA,148,52
2,TYS,CLE,128,74
2,TYS,CLT,1991.16666666667,1534.66666666667
2,TYS,DCA,2287,1117.5
2,TYS,DEN,1044,874
2,TYS,DFW,2644.33333333333,1885.66666666667
2,TYS,DTW,2487.5,1703
2,TYS,EWR,1124.66666666667,633.666666666667
2,TYS,FLL,3894,2994
2,TYS,HSV,13,1
2,TYS,IAD,1166.66666666667,772.333333333333
2,TYS,IAH,2375,1783.5
2,TYS,IND,25,0.5
2,TYS,JAX,0,0
2,TYS,LAS,772,680.5
2,TYS,LEX,50,0
2,TYS,LGA,1763.33333333333,788.333333333333
2,TYS,MCO,523.333333333333,441.333333333333
2,TYS,MEM,16.6666666666667,13.3333333333333
2,TYS,MIA,2800,1888
2,TYS,MKE,50,46
2,TYS,MSP,2128,1059
2,TYS,MSY,0,0
2,TYS,ORD,1520,1009.2
2,TYS,PGD,2655,1846
2,TYS,PHL,1357.5,740.5
2,TYS,PIE,2832,2242
2,TYS,PVD,100,1
2,TYS,RIC,50,0
2,TYS,RST,50,0
2,TYS,SDF,52.6666666666667,40
2,TYS,SFB,2892,2268
2,TYS,TUL,50,0
2,TZN,FXE,294,144
2,UGI,A43,3,1
2,UGI,KPY,7.5,1
2,UGI,KWP,6,0
2,UGN,MDW,13,0
2,UGN,STL,8,1
2,UGN,TEB,13,0
2,UGN,VNY,13,2
2,UGS,AKN,12,3
2,UGS,EGX,6,0
2,UGS,PIP,16.5,1
2,UIN,DEN,50,0
2,UIN,ORD,2000,518
2,UIO,ATL,2783.5,2305.5
2,UIO,FLL,4200,3164
2,UIO,IAH,1229.33333333333,954.333333333333
2,UIO,MIA,1204,1041.75
2,UIO,ORD,0,0
2,UIO,SDF,0,0
2,UKI,ACV,0,0
2,UKI,SMF,0,0
2,UKI,STS,8,5
2,UKI,XXP,0,0
2,UNK,ANC,88.2857142857143,51.8571428571429
2,UNK,AUK,3,0
2,UNK,ELI,17.3333333333333,3
2,UNK,GAM,19,19
2,UNK,GLV,18,0
2,UNK,IAN,0,0
2,UNK,KKA,48.75,11
2,UNK,KOT,4.5,0
2,UNK,KSM,9,9
2,UNK,MCG,0,0
2,UNK,MLL,0,0
2,UNK,OME,45.5714285714286,22.4285714285714
2,UNK,ORV,0,0
2,UNK,OTZ,13.5,9.5
2,UNK,RSH,9,0
2,UNK,SHH,14,10.5
2,UNK,SHX,6,0
2,UNK,SKK,86.4,29.4
2,UNK,SMK,48.25,16.75
2,UNK,TLA,9,9
2,UNK,UNK,9,0
2,UNK,WBB,55.125,10.625
2,UNK,WMO,12.5,6.5
2,UOX,CLL,60,39
2,UPN,LAX,358.5,176
2,USA,FLL,4248,3524
2,USA,MSY,762,463
2,USA,PGD,1674,1208
2,USA,PIE,1764,1130
2,USA,SFB,1387.5,926.5
2,UVF,ATL,5760,4275
2,UVF,BOS,636,580
2,UVF,CLT,600,502
2,UVF,EWR,504,472
2,UVF,JFK,2443,1742.5
2,UVF,MIA,4928,2850
2,UVF,ORD,345,260.5
2,UVF,PHL,512,451
2,UVF,SJU,8,7
2,VAK,AUK,9,0
2,VAK,BET,139,49
2,VAK,HPB,54,30
2,VAK,KSM,9,0
2,VAK,SCM,40.5,18
2,VCP,BQN,0,0
2,VCP,FLL,11141,9554
2,VCP,MCO,8556,7522
2,VCP,MEM,0,0
2,VCP,MIA,0,0
2,VCT,DFW,100,78.5
2,VCT,IAH,344,196
2,VCT,MSL,8,6
2,VCT,VCT,16,13
2,VCV,YYR,0,0
2,VDZ,ANC,990,445
2,VDZ,VDZ,8,2
2,VEE,ARC,180,99
2,VEE,CIK,9,1
2,VEE,FAI,49.5,20
2,VEE,FYU,90,54.5
2,VEL,DEN,2100,898
2,VER,IAH,1400,1154
2,VIE,EWR,6300,4345
2,VIE,IAD,4500,3171
2,VIE,JFK,2322,1358.5
2,VIE,LAX,4056,3681
2,VIJ,SJU,252,25
2,VIS,OAK,0,0
2,VIX,MIA,0,0
2,VKO,TEB,14,3
2,VLD,ATL,3900,3103
2,VNY,APA,9,1
2,VNY,ATL,8,0
2,VNY,AUS,8,2
2,VNY,BCT,12,2
2,VNY,BZN,12,5
2,VNY,CLT,14,9
2,VNY,EGE,8,6
2,VNY,EWR,12,6
2,VNY,FHB,8,2
2,VNY,FTY,8,8
2,VNY,IAD,8,2
2,VNY,JAC,8,1
2,VNY,LAS,8.75,5.5
2,VNY,LAX,13,0
2,VNY,MCC,8,2
2,VNY,MCO,8,2
2,VNY,NUQ,8,2
2,VNY,OAK,6,1
2,VNY,PDK,22.5,14
2,VNY,PHX,8,2
2,VNY,RNO,9,3
2,VNY,SCF,8,2
2,VNY,SDF,12,1
2,VNY,SFO,13.5,8.5
2,VNY,SJC,10.5,3.5
2,VNY,TCL,8,4
2,VNY,TEB,13,4
2,VNY,TN8,13,0
2,VNY,TRM,9,2
2,VNY,TWF,8,4
2,VPS,ATL,4266.5,3613.5
2,VPS,BLV,712.5,609.5
2,VPS,BWI,624,518
2,VPS,CLT,3613,2956
2,VPS,CVG,1275,975
2,VPS,DCA,2052,1475
2,VPS,DFW,4019.33333333333,3143.66666666667
2,VPS,ECP,110,106
2,VPS,EWR,400.5,282.5
2,VPS,IAH,1352,1038.5
2,VPS,JAX,149,97
2,VPS,MGM,108,94.5
2,VPS,MIA,76,20
2,VPS,MSY,89,47.5
2,VPS,OKC,468,230
2,VPS,TLH,102.75,65
2,VPS,TPA,128,80
2,VPS,XNA,468,247
2,VQQ,MIA,160,0
2,VQQ,TPA,0,0
2,VQS,CPX,72.3333333333333,37.3333333333333
2,VQS,JRV,2223,1458
2,VQS,SIG,411.333333333333,278.333333333333
2,VQS,SJU,854.666666666667,428.666666666667
2,VQS,STX,72,45
2,VRA,MIA,1856,1200
2,VRB,APF,8,1
2,VRB,CLD,8,2
2,VRB,EWR,560,429
2,VRB,GRR,12,12
2,VRB,HLG,8,6
2,VRB,HPN,8,1
2,VRB,MQY,8,0
2,VRN,DEN,14,1
2,VVI,MIA,4788,3990
2,WAA,KTS,11.3333333333333,1.33333333333333
2,WAA,OME,14.4285714285714,6.28571428571429
2,WAA,SHH,9,2
2,WAA,TLA,9,1
2,WAA,TNC,9,1
2,WAW,EWR,1365,780
2,WAW,JFK,1740.75,1118
2,WAW,LAX,1785,925
2,WAW,ORD,3445,2280.5
2,WBB,ELI,9,2
2,WBB,FAI,9,6
2,WBB,KOT,18,9
2,WBB,MOU,6,0
2,WBB,OME,47,21.8
2,WBB,SKK,9,0
2,WBB,SMK,46.3333333333333,15.5
2,WBB,UNK,41.2222222222222,5.88888888888889
2,WBQ,ARC,4,3
2,WBQ,FAI,66,23
2,WBQ,SVS,81,30
2,WDR,HPN,8,4
2,WFB,CGA,36,5.33333333333333
2,WFB,DOF,12,1
2,WFB,EDA,18,3
2,WFB,HYG,24,0
2,WFB,HYL,47.3333333333333,5.66666666666667
2,WFB,KCC,11.3333333333333,0
2,WFB,KPB,6,0
2,WFB,KTB,66,10.6666666666667
2,WFB,KXA,30,10
2,WFB,MTM,145.333333333333,35.6666666666667
2,WFB,NKI,21,1
2,WFB,PPV,22,4.5
2,WFB,WHD,48,3
2,WFB,WMK,24,0
2,WFB,WWP,24,2
2,WHD,MTM,12,0
2,WHD,WFB,36,4
2,WKV,JRA,9,9
2,WKV,TEB,9,0
2,WLK,ABL,9,2
2,WLK,BKC,30,18.3333333333333
2,WLK,DRG,8,4
2,WLK,OBU,9,4
2,WLK,OTZ,81,27.7142857142857
2,WLK,PHO,18,18
2,WLK,RDB,11.6666666666667,6
2,WMK,HYL,6,0
2,WMK,KCC,6,0
2,WMK,KTB,6,0
2,WMK,KXA,6,0
2,WMO,ELI,20.6666666666667,6.33333333333333
2,WMO,GLV,27,10.5
2,WMO,KKA,27,18
2,WMO,OME,63.2,27.8
2,WMO,SHH,9,4
2,WMO,SKK,9,0
2,WMO,UNK,9,0
2,WNA,BET,19.6666666666667,5.77777777777778
2,WNA,GNU,7.5,2.5
2,WNA,KKI,0,0
2,WNA,PKA,20,3.66666666666667
2,WRG,JNU,62,24.5
2,WRG,KTN,1162.66666666667,532
2,WRG,PSG,3348,1406
2,WRG,SEA,0,0
2,WRI,CVG,0,0
2,WRI,TER,0,0
2,WSN,AKN,42.5,3.5
2,WSN,DLG,15,6
2,WSN,PIP,6,0
2,WST,BID,740,348.5
2,WTK,ATK,19,19
2,WTK,BKC,9,9
2,WTK,IAN,27,26
2,WTK,KVL,23.8333333333333,10
2,WTK,OTZ,60.125,24.625
2,WTK,PHO,0,0
2,WTK,RDB,30,18
2,WTK,SHG,19,11
2,WTL,BET,47,18.4166666666667
2,WTL,CYF,6,3
2,WTL,EEK,19.4,6.2
2,WTL,KKH,27.6,11.8
2,WTL,KPN,0,0
2,WTL,KWK,22.2,14
2,WTL,KWN,36,24
2,WTL,NUP,5,0
2,WTL,PKA,6,2
2,WTL,WTL,7,0
2,WUH,SFO,3708,3267
2,WWP,KCC,11,0
2,WWP,KTB,6,0
2,WWP,WFB,18,0
2,WWT,BET,33.4444444444444,10.1111111111111
2,WWT,NME,15,5.33333333333333
2,WWT,OOK,9,4
2,WWT,TNK,11.5,5
2,WY1,SLC,12,5
2,XIY,LAX,291,241
2,XMN,LAX,3444,2928
2,XNA,AHN,50,40
2,XNA,ATL,3698.5,2709.25
2,XNA,BRO,0,0
2,XNA,CAE,50,32
2,XNA,CLL,60,41
2,XNA,CLT,3656,2634
2,XNA,DCA,1672,912
2,XNA,DEN,622.4,483.4
2,XNA,DFW,5165,3855.75
2,XNA,EWR,922,498.5
2,XNA,HOU,143,136
2,XNA,IAH,1135.33333333333,848.333333333333
2,XNA,IND,50,48
2,XNA,LAS,1248,1104
2,XNA,LAX,2128,1344
2,XNA,LEX,111.5,54.5
2,XNA,LGA,2508,1284
2,XNA,LIT,121,7
2,XNA,MSP,3116,1706
2,XNA,ORD,1854.33333333333,1095.5
2,XNA,SFB,649.5,556
2,XNA,SFO,2052,1349
2,XNA,SGF,50,50
2,XNA,SLC,76,0
2,XNA,VPS,624,247
2,XWA,MRI,5,1
2,XWA,TYE,5,0
2,XXP,SMF,0,0
2,YAK,ANC,82.6666666666667,49
2,YAK,CDV,921.25,189.5
2,YAK,JNU,863.25,213.25
2,YAP,GUM,1162,611
2,YCD,BFI,9,2
2,YCD,PSP,9,6
2,YEG,AZA,905.333333333333,530
2,YEG,DEN,2164,1902.5
2,YEG,EWR,58,48
2,YEG,HNL,262,233
2,YEG,IAH,4200,3874
2,YEG,IFP,183,127
2,YEG,LAS,1462.83333333333,1144
2,YEG,LAX,1936,1753.5
2,YEG,MCO,901.333333333333,546.333333333333
2,YEG,MEM,0,0
2,YEG,MIA,756,298
2,YEG,MSP,1208,1011.75
2,YEG,OGG,2096,1771
2,YEG,PHX,2267.5,1960.75
2,YEG,PSP,1380.6,1068.2
2,YEG,SEA,2356,1821
2,YEG,SFO,1976,1534
2,YEG,SLC,76,0
2,YHH,KEH,8,0
2,YHM,BRO,0,0
2,YHM,CVG,0,0
2,YHM,EWR,0,0
2,YHM,JFK,0,0
2,YHM,PHX,0,0
2,YHM,PTK,0,0
2,YHM,SDF,0,0
2,YHM,TEB,10,0.5
2,YHM,YIP,0,0
2,YHU,EWR,173,48
2,YHU,GNV,173,0
2,YHZ,BOS,2418,1006
2,YHZ,EWR,944.75,772.25
2,YHZ,FLL,670,282
2,YHZ,LAX,0,0
2,YHZ,MCO,938,694.333333333333
2,YHZ,ORD,0,0
2,YHZ,PIE,567,423
2,YHZ,PWM,50,48
2,YHZ,TPA,1752,1324
2,YIP,AEX,0,0
2,YIP,BRO,0,0
2,YIP,BWI,177,48
2,YIP,CID,91.5,77
2,YIP,CMH,12,4
2,YIP,EVV,0,0
2,YIP,GYY,0,0
2,YIP,LIT,0,0
2,YIP,LRD,0,0
2,YIP,MDW,8,2
2,YIP,MEM,0,0
2,YIP,MFE,0,0
2,YIP,MSN,116.5,22
2,YIP,QRO,0,0
2,YIP,SBN,30,0
2,YIP,SDF,0,0
2,YIP,SDM,0,0
2,YIP,STL,0,0
2,YIP,SUS,0,0
2,YIP,TLC,0,0
2,YIP,TOL,0,0
2,YIP,TRI,0,0
2,YIP,YHM,0,0
2,YIP,YIP,0,0
2,YIP,YUL,0,0
2,YKM,EAT,0,0
2,YKM,GEG,0,0
2,YKM,SEA,7144,5074
2,YLW,ASE,12,2
2,YLW,MSN,8,0
2,YLW,OAK,9,5
2,YLW,PHX,494,442
2,YLW,SEA,6004,4986
2,YMX,BCT,8,0
2,YMX,CVG,0,0
2,YMX,IND,0,0
2,YMX,MEM,0,0
2,YMX,PBI,8,0
2,YMX,PHL,8,0
2,YMX,PHX,0,0
2,YMX,SDF,0,0
2,YNG,BFI,0,0
2,YOW,BOS,1800,1018
2,YOW,BUF,0,0
2,YOW,DCA,2200,1196
2,YOW,DTW,808.666666666667,707.333333333333
2,YOW,EWR,832,678.857142857143
2,YOW,FLL,4088,3654
2,YOW,IAD,1782.66666666667,1517.66666666667
2,YOW,LAX,169,156
2,YOW,LGA,2146,1902
2,YOW,MCO,1881.33333333333,1720.66666666667
2,YOW,MIA,756,615
2,YOW,ORD,965,842
2,YOW,PHL,1825,1602.5
2,YOW,PIT,58,45
2,YOW,RSW,288,272
2,YOW,TEB,12,4
2,YOW,TPA,1168,1085
2,YPR,KLW,9,0
2,YPR,KTN,9,8
2,YQB,EWR,1650,1393.5
2,YQB,FLL,3040,2930
2,YQB,HPN,8,3
2,YQB,MCO,1140,850
2,YQB,MIA,1512,1313
2,YQB,SEA,146,75
2,YQM,MCO,378,215.5
2,YQR,LAS,673,542
2,YQR,MCO,696,594
2,YQR,MKE,173,92
2,YQR,PHX,2082,1809
2,YQX,RDD,11,2
2,YTZ,BOS,8584,5649
2,YTZ,EWR,17908,12515
2,YTZ,HPN,16,5
2,YTZ,IAD,3182,1742
2,YTZ,MDW,6364,3063
2,YTZ,MLB,518,221
2,YTZ,MYR,370,95
2,YUL,ATL,2701.66666666667,2342.33333333333
2,YUL,BDL,350,112
2,YUL,BOS,2008,1284
2,YUL,BWI,550,271
2,YUL,CLT,3952,3488
2,YUL,DCA,1498,907
2,YUL,DEN,2052,1642
2,YUL,DFW,2014,1501
2,YUL,DTW,1547.16666666667,1044.5
2,YUL,EWR,2241.4,1558.6
2,YUL,FLL,10897.6666666667,9352.33333333333
2,YUL,IAD,1513.33333333333,1096
2,YUL,IAH,1751,1250.5
2,YUL,JFK,1923,1396.66666666667
2,YUL,LAS,3801.5,3276
2,YUL,LAX,3071.66666666667,2263
2,YUL,LGA,8447,6124.66666666667
2,YUL,MCO,4046.66666666667,3137
2,YUL,MIA,2779.2,2268.6
2,YUL,MSP,1520,1169
2,YUL,OPF,10,2.5
2,YUL,ORD,1253.18181818182,914.181818181818
2,YUL,PBI,897.75,712.5
2,YUL,PHL,1436,1110.8
2,YUL,PHX,2040,1739
2,YUL,PIT,1150,618
2,YUL,ROC,8,5.5
2,YUL,RSW,1637,1361
2,YUL,SFO,5746,3515
2,YUL,SJU,962,730
2,YUL,TEB,11,2.5
2,YUL,TPA,1753,1219
2,YUM,ABQ,0,0
2,YUM,MCI,0,0
2,YUM,PHX,2561.33333333333,2165.33333333333
2,YUM,SBP,79,68
2,YVR,APC,9,1
2,YVR,ASE,9,0
2,YVR,BFI,3,1.33333333333333
2,YVR,BUR,7,1
2,YVR,CVG,0,0
2,YVR,DEN,2208,1939
2,YVR,DFW,5206,4554.5
2,YVR,EWR,4128.5,2901
2,YVR,GEG,12,7
2,YVR,HNL,4762.75,4423
2,YVR,IAH,1150.75,1086.75
2,YVR,ICT,9,2
2,YVR,JFK,7425,3381
2,YVR,KOA,3703.5,3281
2,YVR,LAR,7,0
2,YVR,LAS,2178.75,1887.625
2,YVR,LAX,3692.63636363636,3244
2,YVR,LIH,3450,2758
2,YVR,MCO,696,621
2,YVR,MDW,58,49
2,YVR,MEM,0,0
2,YVR,MSP,3378,3052
2,YVR,OGG,6346.33333333333,5284.66666666667
2,YVR,ORD,1567.16666666667,1361.66666666667
2,YVR,PDX,2514,1763
2,YVR,PHX,4491.33333333333,3942
2,YVR,PSP,3021.6,2403.4
2,YVR,SAN,3006.5,2762
2,YVR,SDF,0,0
2,YVR,SEA,4615.57142857143,3465
2,YVR,SFO,2157.30769230769,1754.23076923077
2,YVR,SJC,2993,2205.5
2,YVR,SLC,2128,1942
2,YVR,SMF,2128,1569
2,YVR,SNA,1597.5,1503
2,YVR,SUN,9,6
2,YWG,AZA,456,242.5
2,YWG,BUF,146,45
2,YWG,CVG,0,0
2,YWG,DEN,754,674.5
2,YWG,DTW,146,43
2,YWG,FAR,0,0
2,YWG,HPN,72,50
2,YWG,IAH,76,0
2,YWG,IFP,183,124
2,YWG,LAS,1168.5,927.5
2,YWG,LGB,72,56
2,YWG,MCO,846.2,639
2,YWG,MEM,0,0
2,YWG,MIA,645,259
2,YWG,MKE,0,0
2,YWG,MSP,2191.8,1820.4
2,YWG,ORD,923.333333333333,825.666666666667
2,YWG,PHX,928,818.333333333333
2,YWG,PIE,1512,534
2,YWG,PSP,783,728
2,YWG,SJC,56,45
2,YWG,SMF,72,0
2,YWH,LKE,98,62.5
2,YXE,LAS,673,572
2,YXE,MCO,328,215
2,YXE,MSP,1209.66666666667,961.333333333333
2,YXE,PHX,2082,1910
2,YXU,MCO,536,495
2,YYC,AZA,335.666666666667,302.333333333333
2,YYC,CVG,0,0
2,YYC,DEN,1395.57142857143,1224.85714285714
2,YYC,DFW,3952,3230
2,YYC,EWR,1284.33333333333,961.333333333333
2,YYC,FLL,536,525
2,YYC,FSD,0,0
2,YYC,HNL,2096,2038
2,YYC,IAH,2257.125,1940.625
2,YYC,IFP,183,123
2,YYC,JFK,1068.66666666667,893
2,YYC,LAS,3208.4,2971.2
2,YYC,LAX,2170.85714285714,1845.14285714286
2,YYC,MCO,2436,2363.5
2,YYC,MEM,0,0
2,YYC,MIA,0,0
2,YYC,MSP,1137.4,951.8
2,YYC,OGG,2875.33333333333,2621
2,YYC,ORD,1518.25,1360.75
2,YYC,PDX,1716,699
2,YYC,PHX,2771,2476.33333333333
2,YYC,PIT,58,52
2,YYC,PSP,3592.4,2990.4
2,YYC,RDU,58,52
2,YYC,SAN,1245.66666666667,1178
2,YYC,SEA,1919,1598.75
2,YYC,SFO,2384,1987
2,YYC,SLC,1080.5,1023
2,YYJ,LAX,9,1
2,YYJ,SEA,4560,3881
2,YYR,TEB,4,2
2,YYT,MCO,452,429
2,YYZ,ACY,8,0
2,YYZ,ALB,149,96
2,YYZ,ATL,4464.28571428571,3704
2,YYZ,AUS,2716,2067
2,YYZ,BDL,2183,1272
2,YYZ,BNA,1917.33333333333,1643
2,YYZ,BOS,3998.6,2822.6
2,YYZ,BUF,153,94.25
2,YYZ,BWI,4483,2819
2,YYZ,CLE,1895,1064.5
2,YYZ,CLT,4724,4046
2,YYZ,CMH,3850,1801
2,YYZ,CPS,58,45
2,YYZ,CVG,3550,2106
2,YYZ,DCA,3279.66666666667,2469.33333333333
2,YYZ,DEN,2530.4,1981.4
2,YYZ,DFW,2979.6,2414.4
2,YYZ,DTW,1176.63636363636,869.818181818182
2,YYZ,EWR,3300.2,2835
2,YYZ,FLL,5663.85714285714,4817.42857142857
2,YYZ,FRG,58,41
2,YYZ,HNL,416,366
2,YYZ,IAD,3503.33333333333,2922.33333333333
2,YYZ,IAH,1871.22222222222,1484.55555555556
2,YYZ,IND,800,496
2,YYZ,JAX,1300,979
2,YYZ,JFK,2439.66666666667,2097
2,YYZ,LAS,3687.83333333333,3306.83333333333
2,YYZ,LAX,2596.09090909091,2258.90909090909
2,YYZ,LGA,5771.63636363636,4515.36363636364
2,YYZ,MCI,1250,727
2,YYZ,MCO,3844.08333333333,3247.75
2,YYZ,MDW,42,26
2,YYZ,MEM,325,206.5
2,YYZ,MIA,3238.25,2732.5
2,YYZ,MKE,1800,893
2,YYZ,MSP,1902.4,1420.6
2,YYZ,MSY,2016.5,1488.5
2,YYZ,OMA,1050,338
2,YYZ,ORD,2298.94117647059,1912.47058823529
2,YYZ,PBI,4285.5,3556.5
2,YYZ,PHL,3702.66666666667,2759.33333333333
2,YYZ,PHX,1852,1695.66666666667
2,YYZ,PIE,756,580
2,YYZ,PIT,1811.5,1041
2,YYZ,PSP,2039,1770
2,YYZ,RDU,3350,2154
2,YYZ,RSW,3710,3230.83333333333
2,YYZ,SAN,2692,2425.5
2,YYZ,SAT,758,544
2,YYZ,SDF,0,0
2,YYZ,SEA,1956,1554
2,YYZ,SFO,4155.16666666667,3018
2,YYZ,SJU,708.4,570.6
2,YYZ,SLC,2185.5,1895
2,YYZ,SRQ,2468,1953.5
2,YYZ,STL,3350,1912
2,YYZ,TEB,14,1
2,YYZ,TPA,2705.875,2104.625
2,YZF,ANC,0,0
2,ZAZ,MIA,0,0
2,ZCL,DFW,352,185
2,ZCL,LAX,1165.33333333333,527.666666666667
2,ZCL,MDW,686.666666666667,437.666666666667
2,ZCL,SJC,718,325
2,ZIH,DFW,237.5,175
2,ZIH,IAH,2128,1821
2,ZIH,LAX,1636,1230.66666666667
2,ZIH,MSP,680,627
2,ZIH,ORD,471.666666666667,384.333333333333
2,ZIH,PHX,278,245.5
2,ZLO,IAH,304,236
2,ZLO,LAX,1388.33333333333,792.333333333333
2,ZLO,MSP,592,396
2,ZLO,PHX,313,196
2,ZNA,LKE,6,0
2,ZRH,BOS,2881,2189
2,ZRH,EWR,6428,4150.5
2,ZRH,HPN,13,2
2,ZRH,IAD,3227,2250
2,ZRH,JFK,9175,6186.5
2,ZRH,LAX,9520,7074
2,ZRH,LUK,15,2
2,ZRH,MCO,1260,262
2,ZRH,MIA,6497,5741.5
2,ZRH,ORD,5900,4098
2,ZRH,PHL,3263,1542
2,ZRH,RDU,13,2
2,ZRH,SFO,9520,7122
2,ZRH,TPA,1260,485
2,ZSA,MIA,480,363
2,ZXA,NGU,0,0
3,05A,AKP,9,0
3,05A,CXF,9,3
3,05A,FAI,18,14
3,1G4,1G4,79.5,24
3,1G4,BLD,481.666666666667,333.333333333333
3,1G4,GCN,15,13
3,2GA,MKL,9,4
3,7AK,DUT,157,44
3,7AK,KQA,282,52
3,7AK,SNP,0,0
3,A1K,SCC,30,0
3,A20,ANC,9,0
3,A27,FAI,27,3
3,A43,ALZ,9,2
3,A43,KKB,4.5,1.5
3,A43,KPR,6,0
3,A43,KWP,10.5,2
3,A43,KZB,10.5,0.5
3,A43,SYB,10.5,3
3,A43,UGI,3,0
3,ABE,ATL,2575,2204.33333333333
3,ABE,CLE,50,47
3,ABE,CLT,3462,2931.5
3,ABE,CVG,0,0
3,ABE,DFW,0,0
3,ABE,DTW,2238,1751.5
3,ABE,FLL,1593,1362
3,ABE,IAH,75,32
3,ABE,IND,0,0
3,ABE,MEM,0,0
3,ABE,ONT,0,0
3,ABE,ORD,1475,1246.5
3,ABE,PGD,3720,3314
3,ABE,PHL,3000,2158
3,ABE,PHX,0,0
3,ABE,PIE,1785,1660.5
3,ABE,SFB,4443,4044.5
