month,dest,origin,average_seats,average_passengers
3,ABE,TOL,60,44
3,ABE,TYS,177,91
3,ABI,ATL,157,152
3,ABI,DFW,3763,3048.5
3,ABI,IFP,183,29
3,ABI,JAX,183,114
3,ABI,LAW,44,37
3,ABI,LBB,0,0
3,ABI,MFE,76,74
3,ABI,SGF,76,33
3,ABL,FAI,9,0
3,ABL,IAN,9,2
3,ABL,OBU,46.75,17.25
3,ABL,ORV,36,28
3,ABL,OTZ,56.5555555555556,23.2222222222222
3,ABL,RDB,9,7.5
3,ABL,SHG,25.5714285714286,9.71428571428571
3,ABL,WLK,4.5,0.5
3,ABQ,ASE,70,61
3,ABQ,ATL,10260,9270
3,ABQ,AUS,1241.33333333333,1108.33333333333
3,ABQ,BOS,149.5,131
3,ABQ,BUR,300,276
3,ABQ,BWI,1791.33333333333,1531.33333333333
3,ABQ,CNM,408,245
3,ABQ,DAL,6901.66666666667,5773
3,ABQ,DCA,181,167
3,ABQ,DEN,1795.07142857143,1579.14285714286
3,ABQ,DFW,4292.71428571429,3763.57142857143
3,ABQ,DRO,0,0
3,ABQ,DTW,189,180
3,ABQ,ELP,0,0
3,ABQ,FMN,0,0
3,ABQ,GDL,359,131
3,ABQ,GUP,0,0
3,ABQ,HOU,4425.66666666667,3636
3,ABQ,IAH,1025.4,914.5
3,ABQ,IFP,183,116
3,ABQ,JFK,3462,2997
3,ABQ,LAS,6250,4904.66666666667
3,ABQ,LAX,4600,3958.5
3,ABQ,MCI,3718,3302
3,ABQ,MCO,828,740.5
3,ABQ,MDW,2598.5,2383.5
3,ABQ,MEM,0,0
3,ABQ,OAK,2920.33333333333,2006.66666666667
3,ABQ,OKC,143,134
3,ABQ,ONT,0,0
3,ABQ,ORD,1126.33333333333,1028.83333333333
3,ABQ,PDX,1178,1120
3,ABQ,PHX,5491.16666666667,4845.66666666667
3,ABQ,SAN,3462.33333333333,2673.33333333333
3,ABQ,SAT,50,42
3,ABQ,SDF,0,0
3,ABQ,SEA,951.2,846.2
3,ABQ,SFO,3724,3181
3,ABQ,SJC,715,633
3,ABQ,SLC,3095,2713.33333333333
3,ABQ,SVC,675,374
3,ABR,FSD,0,0
3,ABR,MSP,1513,1185
3,ABY,ATL,4400,3461
3,ABY,FSM,50,19
3,ABY,MSY,0,0
3,ABY,PHL,0,0
3,ABY,PNS,0,0
3,ABY,SDF,0,0
3,ACA,IAH,1520,1077
3,ACC,IAD,4164,3520
3,ACC,JFK,4020,3705
3,ACK,BOS,1926,1034
3,ACK,EWB,414,149
3,ACK,HPN,8,2
3,ACK,HYA,894,404.666666666667
3,ACK,JFK,261,138
3,ACK,MVY,54,22
3,ACK,PVD,0,0
3,ACK,TEB,8,1
3,ACT,DFW,2639,1959.5
3,ACT,FOE,76,0
3,ACT,LRD,50,18
3,ACT,MKC,50,43
3,ACT,OAK,183,74
3,ACT,RDU,183,86
3,ACT,SJT,44,40
3,ACT,SLC,156,118
3,ACV,CEC,0,0
3,ACV,LAX,763,677
3,ACV,RDD,0,0
3,ACV,SFO,2301,1962
3,ACV,SMF,0,0
3,ACY,FLL,6278,5369.33333333333
3,ACY,MCO,7257,6667
3,ACY,MYR,2730,2295
3,ACY,PBI,7068,6670
3,ACY,RSW,4236.66666666667,3606
3,ACY,TPA,7068,6677
3,ADD,EWR,6210,3910
3,ADD,IAD,9765,7409
3,ADD,ORD,3510,2699
3,ADK,ANC,342.333333333333,50.3333333333333
3,ADK,DUT,16,8
3,ADQ,ADQ,14.5,0
3,ADQ,AKK,31.3333333333333,11.5
3,ADQ,ANC,845.454545454545,493.454545454545
3,ADQ,DGB,20,5
3,ADQ,ENA,37,32
3,ADQ,HOM,5,2
3,ADQ,KLN,48.2,16.8
3,ADQ,KOZ,95.25,31.5
3,ADQ,KYK,14.5,1.5
3,ADQ,OLH,78.5,28.6666666666667
3,ADQ,ORI,82.8333333333333,27.6666666666667
3,ADQ,OTZ,0,0
3,ADQ,SKJ,5,2
3,ADS,AGS,8,5
3,ADS,CKB,60,0
3,ADS,CLL,60,0
3,ADS,EGE,12,1
3,ADS,FYV,60,0
3,ADS,PAE,0,0
3,ADS,YIP,0,0
3,ADW,TLV,278,72
3,AET,AKP,13,3
3,AET,BTT,162,70
3,AET,FAI,68,28
3,AET,HUS,45,17
3,AET,TAL,9,2
3,AEX,ATL,1155.2,962.8
3,AEX,BRO,155,0
3,AEX,CLT,0,0
3,AEX,CSG,1240,0
3,AEX,DFW,1910,1414.5
3,AEX,GTB,0,0
3,AEX,GYY,775,0
3,AEX,IAH,4100,2874
3,AEX,JFK,0,0
3,AEX,MCI,155,0
3,AEX,MDT,155,0
3,AEX,MEM,155,0
3,AEX,MIA,465,0
3,AEX,RIC,620,0
3,AEX,RSW,0,0
3,AEX,YIP,0,0
3,AFW,ATL,0,0
3,AFW,AUS,0,0
3,AFW,DEN,0,0
3,AFW,HNL,272,249
3,AFW,HRL,0,0
3,AFW,IAH,0,0
3,AFW,ICT,0,0
3,AFW,LAX,0,0
3,AFW,LBB,0,0
3,AFW,LRD,0,0
3,AFW,MCI,0,0
3,AFW,MEM,0,0
3,AFW,MSP,0,0
3,AFW,OAK,0,0
3,AFW,ONT,0,0
3,AFW,ORD,0,0
3,AFW,PDX,0,0
3,AFW,PHX,0,0
3,AFW,SAT,0,0
3,AFW,SHV,0,0
3,AFW,SJD,160,140
3,AFW,TUL,0,0
3,AFW,YIP,0,0
3,AGC,BED,8,1
3,AGN,JNU,124,48
3,AGN,SIT,9,4
3,AGN,TKE,48,9
3,AGP,OPF,16,3
3,AGS,ADS,8,5
3,AGS,ATL,4022.2,3411
3,AGS,CLT,2727.75,2122
3,AGS,DFW,2204,1745
3,AGS,GPT,183,117
3,AGS,IFP,183,141
3,AGS,ILM,50,47
3,AGS,SJC,8,1
3,AGT,MIA,0,0
3,AGU,DFW,1040,732.666666666667
3,AGU,IAH,3050,1957
3,AGU,LAX,1176.5,696.5
3,AIA,CDR,152,62
3,AIA,DEN,376,191
3,AIK,OPF,8,3
3,AIN,AKP,38,22
3,AIN,ANC,9,9
3,AIN,ATK,66.3333333333333,27
3,AIN,BRW,198.5,69.75
3,AIN,OTZ,9,5
3,AIO,LIT,0,0
3,AKB,DUT,99,18
3,AKI,ANI,9,0
3,AKI,BET,39.6363636363636,11.8181818181818
3,AKI,EEK,6,0
3,AKI,KKI,22.8,9
3,AKI,KUK,6,0
3,AKI,KWK,12,11
3,AKI,KWT,20,4.33333333333333
3,AKI,RSH,7.5,0.5
3,AKI,TLT,18,5.6
3,AKK,ADQ,32,11.6666666666667
3,AKK,KLN,5,0
3,AKK,OLH,9.5,2.5
3,AKL,HNL,1661.33333333333,1060.16666666667
3,AKL,IAH,3460,2360.5
3,AKL,LAX,9054,6552
3,AKL,ORD,3836,2647
3,AKL,SFO,5138,3566.25
3,AKN,AKN,7.5,0
3,AKN,ANC,121.444444444444,96.3333333333333
3,AKN,CLP,22.5,5.5
3,AKN,DLG,129.285714285714,78.8571428571429
3,AKN,DUT,16,16
3,AKN,EGX,63,4
3,AKN,IGG,22.5,2
3,AKN,ILI,7.25,0.25
3,AKN,KCG,18,0
3,AKN,KCL,18,4
3,AKN,KCQ,54,0
3,AKN,KLL,96,9
3,AKN,KMO,7.5,0
3,AKN,KPV,18,0
3,AKN,PIP,45,8
3,AKN,PTH,72,6.5
3,AKN,UGS,12,1
3,AKN,WSN,51,1.5
3,AKP,AET,13,1.5
3,AKP,AKP,9,0
3,AKP,ARC,9,0
3,AKP,BRW,57,0
3,AKP,BTT,9,5
3,AKP,CXF,90,18
3,AKP,FAI,73.8571428571429,26.2857142857143
3,AKP,OME,9,0
3,AKP,PIZ,19,0
3,AKP,SCC,19,0
3,ALB,ATL,13111,11698
3,ALB,BDL,16.6666666666667,15.6666666666667
3,ALB,BOS,413.5,204.5
3,ALB,BWI,7024.66666666667,5199.33333333333
3,ALB,CLE,50,0
3,ALB,CLT,5146,4610
3,ALB,DCA,2832.5,2338.5
3,ALB,DEN,1734,1518.5
3,ALB,DTW,1531.5,1132
3,ALB,EUG,183,91
3,ALB,EWR,2450,2040.33333333333
3,ALB,FLL,3273,2888.66666666667
3,ALB,IAD,1092.5,1003
3,ALB,IAH,50,0
3,ALB,LAX,178,147
3,ALB,MCO,2849.83333333333,2462.83333333333
3,ALB,MDW,2193.25,1736.25
3,ALB,MEM,0,0
3,ALB,MSP,1768,1255
3,ALB,OGS,810,489
3,ALB,ORD,1459.44444444444,1179
3,ALB,PGD,5766,3945
3,ALB,PHL,4225,3705
3,ALB,PIE,2371.5,2009.5
3,ALB,RSW,1982.66666666667,1641.66666666667
3,ALB,SEA,200,144
3,ALB,SFB,2350.5,1996.5
3,ALB,SFO,142,142
3,ALB,TEB,8,2
3,ALB,TPA,2876,2370
3,ALO,DSM,50,35
3,ALO,ORD,3000,2076
3,ALS,ALS,8,5
3,ALS,DEN,768,528
3,ALW,SEA,5320,3841
3,ALZ,KMY,9,1.5
3,AMA,AUS,296.5,122
3,AMA,DAL,15730,10771
3,AMA,DEN,1175,778.5
3,AMA,DFW,6484.5,4671.5
3,AMA,HOU,143,21
3,AMA,IAH,4200,3250
3,AMA,IFP,183,175
3,AMA,LAS,1472.66666666667,1026
3,AMA,LAX,181,180
3,AMA,PHX,2416,1032
3,AMA,SGF,50,0
3,AMA,TYS,50,48
3,AMM,JFK,1855,1650.5
3,AMM,ORD,6360,5927
3,AMS,ATL,5331.85714285714,4912.85714285714
3,AMS,BOS,4793,4114.5
3,AMS,DFW,0,0
3,AMS,DTW,9050.33333333333,7534.66666666667
3,AMS,EWR,3343,3003.5
3,AMS,IAD,2475.33333333333,2063.66666666667
3,AMS,IAH,3475.4,2900.2
3,AMS,JFK,4951.55555555556,4408
3,AMS,LAX,3750.5,3424
3,AMS,MCO,2482,2211.5
3,AMS,MIA,990.666666666667,782.666666666667
3,AMS,MSP,5462.75,4780
3,AMS,ORD,2480.4,2069.8
3,AMS,PDX,3375,3127
3,AMS,PHL,2735.5,2303.5
3,AMS,RST,14,1
3,AMS,SEA,9080,8393
3,AMS,SFB,2745,1069
3,AMS,SFO,2071.6,1884.4
3,AMS,SLC,6917,6584
3,ANC,A20,9,0
3,ANC,ADK,260.75,72
3,ANC,ADQ,842.818181818182,462.545454545455
3,ANC,AIN,9,9
3,ANC,AKN,105.4,86.6
3,ANC,AKP,0,0
3,ANC,ANC,19.8333333333333,16.5
3,ANC,ANI,100.285714285714,56
3,ANC,ANV,0,0
3,ANC,ATL,0,0
3,ANC,BET,1080.09090909091,594.909090909091
3,ANC,BKK,0,0
3,ANC,BRW,575.428571428571,354
3,ANC,BVU,81,4.5
3,ANC,CAN,0,0
3,ANC,CDB,163.75,109
3,ANC,CDV,1386.33333333333,650.666666666667
3,ANC,CGO,0,0
3,ANC,CHS,0,0
3,ANC,CSX,0,0
3,ANC,CVG,1.6,0
3,ANC,DEN,2503,2060.5
3,ANC,DFW,0,0
3,ANC,DLG,204.714285714286,139
3,ANC,DUT,549.4,513.4
3,ANC,EHM,0,0
3,ANC,EMK,0,0
3,ANC,ENA,1216,762.666666666667
3,ANC,FAI,2063.4,1367.13333333333
3,ANC,GAL,0,0
3,ANC,GDL,0,0
3,ANC,GUM,0,0
3,ANC,HAN,0,0
3,ANC,HGH,0,0
3,ANC,HKG,1.6,0
3,ANC,HNL,1643,1521.66666666667
3,ANC,HOM,1282.33333333333,769.666666666667
3,ANC,IAH,0,0
3,ANC,ICN,2.82352941176471,0
3,ANC,ILI,84.6,47.8
3,ANC,IND,0,0
3,ANC,JFK,1.77777777777778,0
3,ANC,JNU,2291.8,1813.6
3,ANC,KGX,16,0
3,ANC,KIX,0,0
3,ANC,KKA,27,11
3,ANC,KLW,0,0
3,ANC,KNK,72,61
3,ANC,KNW,0,0
3,ANC,KOA,1459.5,1299.5
3,ANC,KSM,176.8,84
3,ANC,KTN,0,0
3,ANC,KTS,18,10
3,ANC,KVC,9,6
3,ANC,LAX,877.333333333333,708.5
3,ANC,MCG,125.666666666667,77.3333333333333
3,ANC,MEM,0,0
3,ANC,MIA,0,0
3,ANC,MOU,0,0
3,ANC,MSP,6169,5434
3,ANC,MYU,9,4
3,ANC,NCN,0,0
3,ANC,NGO,0,0
3,ANC,NNL,13.5,7.5
3,ANC,NRT,0,0
3,ANC,NUI,0,0
3,ANC,NZY,0,0
3,ANC,OAK,0,0
3,ANC,OGG,2226,2013
3,ANC,OME,852.5,547.625
3,ANC,ONT,0,0
3,ANC,ORB,0,0
3,ANC,ORD,102.714285714286,87.9285714285714
3,ANC,OTZ,633,310.375
3,ANC,PDX,1315.375,940.5
3,ANC,PHO,9,6
3,ANC,PHX,3657,3190
3,ANC,PKA,9,2
3,ANC,PKC,0,0
3,ANC,PSG,0,0
3,ANC,PTA,0,0
3,ANC,PTH,0,0
3,ANC,PVG,0,0
3,ANC,RDB,380.75,215.75
3,ANC,RFD,0,0
3,ANC,SCC,493.666666666667,368.166666666667
3,ANC,SDF,0,0
3,ANC,SDP,211,114.666666666667
3,ANC,SEA,10899,9383.25
3,ANC,SFO,126,125
3,ANC,SHG,0,0
3,ANC,SMK,0,0
3,ANC,SNP,136.5,86
3,ANC,STG,0,0
3,ANC,SYA,0,0
3,ANC,SZX,0,0
3,ANC,TEK,0,0
3,ANC,TLJ,0,0
3,ANC,TOG,0,0
3,ANC,TPE,0,0
3,ANC,UNK,116.9,82.6
3,ANC,UUK,0,0
3,ANC,VDZ,1489,658
3,ANC,WBB,4.5,1.5
3,ANC,WUH,0,0
3,ANC,WUX,8,0
3,ANC,YHZ,0,0
3,ANC,YYZ,0,0
3,ANF,MIA,0,0
3,ANI,AKI,10,6
3,ANI,ANC,122.625,83.75
3,ANI,ANI,5,0
3,ANI,ANV,21,7.16666666666667
3,ANI,ATT,6,0
3,ANI,BET,26.5,11
3,ANI,CHU,33.25,7.25
3,ANI,CKD,21.6666666666667,4.66666666666667
3,ANI,HCR,54.3333333333333,17.6666666666667
3,ANI,KAL,9,0
3,ANI,KGX,27.8333333333333,4.66666666666667
3,ANI,KLG,124.6,37.2
3,ANI,KUK,0.333333333333333,0
3,ANI,KWT,5,0
3,ANI,MLL,7.5,3.5
3,ANI,PQS,6,0
3,ANI,RDV,12.25,2
3,ANI,RSH,25.2,3.4
3,ANI,SHX,39.6,8.2
3,ANI,SLQ,13.25,1.5
3,ANI,SRV,7.5,2.5
3,ANI,WBB,5,0
3,ANR,PHL,14,2
3,ANU,ATL,800,726
3,ANU,CLT,750,704
3,ANU,EWR,1062,823.5
3,ANU,HPN,10,5
3,ANU,JFK,2574,2125
3,ANU,LGA,14,7
3,ANU,MIA,2688,1873.33333333333
3,ANU,SJU,506,203
3,ANV,ANI,27.4,7.2
3,ANV,HCR,18.8,9.6
3,ANV,KGX,30,8.33333333333333
3,ANV,OME,2,0
3,ANV,PKA,3,0
3,ANV,SHX,12.3333333333333,5.33333333333333
3,AOH,LZU,0,0
3,AOO,BWI,261,67
3,AOO,PIT,738,158
3,APA,ASE,9,2
3,APA,SJD,10,5
3,APA,VNY,12.5,4.5
3,APA,YYZ,8,2
3,APC,OAK,8.5,8
3,APC,SAC,8,2
3,APC,SJC,9,8
3,APF,FLL,8,0
3,APF,FXE,0,0
3,APF,GHC,8,6
3,APF,IAD,9,2
3,APF,LAX,13,4
3,APF,MQY,16,2
3,APF,PBI,10,1
3,APF,TEB,12,1
3,APF,UGN,8,2
3,APF,YGK,8,2
3,APF,YYZ,16,11
3,APN,DTW,1550,789
3,APN,FNT,0,0
3,APN,PLN,525,84
3,APW,HNL,819,262
3,APW,PPG,9,0
3,ARC,05A,9,0
3,ARC,BTI,9,0
3,ARC,FAI,30,14.5
3,ARC,FYU,18,6
3,ARC,VEE,45,13.5
3,ARN,AUS,262,212
3,ARN,EWR,8118,6212
3,ARN,FLL,2619,2438
3,ARN,JFK,2209,1933.5
3,ARN,LAX,3412,2481.5
3,ARN,MCO,2619,2395
3,ARN,MIA,1329,933
3,ARN,ORD,7857,5351
3,ART,PHL,2900,2098
3,ART,SYR,100,69
3,ASD,FLL,16,5
3,ASD,FXE,406,329
3,ASE,APA,10,4
3,ASE,ATL,2100,1537
3,ASE,COS,70,0
3,ASE,DEN,14560,10454
3,ASE,DFW,7560,5313
3,ASE,EGE,12,1
3,ASE,FTG,13,0
3,ASE,GJT,840,315
3,ASE,HHR,8,5
3,ASE,IAH,5110,3892
3,ASE,LAX,9310,5532
3,ASE,MSP,350,300
3,ASE,OPF,13,9
3,ASE,ORD,10080,7472
3,ASE,PBI,13,10
3,ASE,PHX,1470,944
3,ASE,PWK,12,6
3,ASE,RIL,7,0
3,ASE,SFO,3640,2310
3,ASE,SLC,3640,2413
3,ASE,TEB,8,3
3,ASE,VNY,12,4.66666666666667
3,ASH,TEB,8,2
3,ASU,MIA,0,0
3,ATH,EWR,10974,7958
3,ATK,AIN,112.5,57.5
3,ATK,AKP,19,16
3,ATK,BRW,180.666666666667,43.3333333333333
3,ATK,FAI,3,2
3,ATL,ABE,2578.33333333333,2152
3,ATL,ABQ,10260,9471
3,ATL,ABY,2225,1832.5
3,ATL,AEX,1431.5,1152
3,ATL,AGS,4021.2,3376
3,ATL,ALB,13110,10865
3,ATL,AMS,6118.83333333333,5268.16666666667
3,ATL,ANC,0,0
3,ATL,ANU,800,743
3,ATL,ASE,1960,1466
3,ATL,ATW,2780,2396
3,ATL,AUA,6965,6426
3,ATL,AUS,8689,7808
3,ATL,AVL,2755.6,2351.2
3,ATL,AVP,3410,2780
3,ATL,BCN,243,226
3,ATL,BDA,4092,3260
3,ATL,BDL,10418,8682.66666666667
3,ATL,BHM,5447.5,4592.5
3,ATL,BJX,2970,1692
3,ATL,BMI,3339.5,2893
3,ATL,BNA,6995.2,5634.6
3,ATL,BOG,6159,5386
3,ATL,BON,1297.5,1107.5
3,ATL,BOS,7217.46153846154,6184
3,ATL,BQK,2250,1744
3,ATL,BRU,1934,1481
3,ATL,BTR,2893,2521.2
3,ATL,BTV,2017.5,1604.5
3,ATL,BUF,7732.66666666667,5685.33333333333
3,ATL,BWI,9575,8111
3,ATL,BZE,3171,2904
3,ATL,BZN,1358.33333333333,1202.66666666667
3,ATL,CAE,4717.8,3966.8
3,ATL,CAK,4474.5,3982.5
3,ATL,CDG,7405.2,6390.4
3,ATL,CGO,0,0
3,ATL,CHA,4130.8,3742.8
3,ATL,CHO,2046.6,1631.6
3,ATL,CHS,22358,19821
3,ATL,CID,1647,1363.75
3,ATL,CLE,8092.33333333333,7158.66666666667
3,ATL,CLT,9946,7840
3,ATL,CMH,8095,7192.33333333333
3,ATL,COS,3295,2911
3,ATL,CRW,4697,3674.5
3,ATL,CSG,1975.33333333333,1595
3,ATL,CTG,3520,3227
3,ATL,CUN,7986.8,7387
3,ATL,CVG,3797.4,3395.7
3,ATL,CZM,2796,2678.5
3,ATL,DAB,13515,12332.5
3,ATL,DAL,6579.66666666667,5701.66666666667
3,ATL,DAY,8869,7416
3,ATL,DCA,13358,10832.4285714286
3,ATL,DEN,5463.33333333333,4972.8
3,ATL,DFW,4270.9,3692.85
3,ATL,DHN,5950,4894
3,ATL,DOH,5511.5,4771.5
3,ATL,DSM,4457.66666666667,3558.66666666667
3,ATL,DTW,5784.42857142857,5105.14285714286
3,ATL,DUB,243,233
3,ATL,DUS,6637,5684
3,ATL,ECP,13024.5,11789
3,ATL,EGE,5970,5196
3,ATL,ELH,966.5,812
3,ATL,ELP,11060,10428
3,ATL,EVV,1818.66666666667,1634.33333333333
3,ATL,EWN,1048.33333333333,808.333333333333
3,ATL,EWR,5073.28571428571,4359.5
3,ATL,EYW,9702,8983
3,ATL,EZE,3785,3347
3,ATL,FAI,0,0
3,ATL,FAR,550,506
3,ATL,FAY,5433.5,4631
3,ATL,FCO,2816.5,2613.5
3,ATL,FLL,10109.7142857143,9254
3,ATL,FNT,4645,4280.5
3,ATL,FPO,331.5,272
3,ATL,FRA,2503.5,1974.66666666667
3,ATL,FSD,1715.5,1549.5
3,ATL,FSM,2798,2214
3,ATL,FWA,3138,2905
3,ATL,GCM,2090,1882.5
3,ATL,GDL,2646.33333333333,2063
3,ATL,GGT,1263,1112.5
3,ATL,GIG,3451.5,2974
3,ATL,GJT,140,0
3,ATL,GND,800,721
3,ATL,GNV,3892.25,3592.5
3,ATL,GPT,3537,3114.25
3,ATL,GRB,2354,2130
3,ATL,GRR,7838.33333333333,7224.66666666667
3,ATL,GRU,9070,7251
3,ATL,GSO,7580,6225.75
3,ATL,GSP,9384.4,7319.6
3,ATL,GTB,0,0
3,ATL,GTR,2225,1942.5
3,ATL,GUA,12338,10525
3,ATL,GYD,0,0
3,ATL,HAV,2356,2035
3,ATL,HDN,4867,4526
3,ATL,HNL,9079,8424
3,ATL,HOU,6417.85714285714,5421
3,ATL,HPN,4187.75,3242
3,ATL,HSV,4553.16666666667,3715
3,ATL,IAD,2986.35714285714,2345.35714285714
3,ATL,IAH,4611.33333333333,3978.08333333333
3,ATL,ICN,10445,9473
3,ATL,ICT,6578.5,5170.5
3,ATL,ILM,1813.33333333333,1533.5
3,ATL,IND,8010.71428571429,7300
3,ATL,IST,3179,2343
3,ATL,JAC,2359,2069
3,ATL,JAN,6181.5,5079
3,ATL,JAX,7353.54545454545,6397.90909090909
3,ATL,JFK,3815.28571428571,3040.28571428571
3,ATL,JNB,9011,8395
3,ATL,KIN,4960,4222
3,ATL,LAS,6179.41666666667,5745
3,ATL,LAX,6073.41176470588,5659.29411764706
3,ATL,LCK,0,0
3,ATL,LEX,2872.85714285714,2462.14285714286
3,ATL,LFT,2169.66666666667,1924
3,ATL,LGA,10251.9166666667,8174
3,ATL,LHR,5761.83333333333,4116.66666666667
3,ATL,LIM,7531,6368
3,ATL,LIR,3698.66666666667,3481
3,ATL,LIT,6560.75,5302.75
3,ATL,LNK,1672,1360
3,ATL,LOS,4212,3494
3,ATL,LUX,0,0
3,ATL,MAD,5336,4270
3,ATL,MAN,6370,5230
3,ATL,MBJ,7116.66666666667,6557
3,ATL,MCI,6073.33333333333,5166.11111111111
3,ATL,MCO,9878.5,8870.625
3,ATL,MDE,0,0
3,ATL,MDT,9679,8569
3,ATL,MDW,9051.6,7992.4
3,ATL,MEM,3953.91666666667,3321.75
3,ATL,MEX,6382.33333333333,5876.33333333333
3,ATL,MGA,785,674
3,ATL,MGM,4950,4253.5
3,ATL,MHH,1298,1144
3,ATL,MHT,2215.5,1680
3,ATL,MIA,6166.125,5562.75
3,ATL,MKE,5904.14285714286,5035.85714285714
3,ATL,MKL,192,182
3,ATL,MLB,10028,9080
3,ATL,MLI,7067,6056
3,ATL,MLU,5700,4429
3,ATL,MOB,3309,3031.75
3,ATL,MSL,472,360
3,ATL,MSN,6226.5,5473.5
3,ATL,MSP,5002.1875,4455.1875
3,ATL,MSY,8281.3,6998.3
3,ATL,MTJ,1038,968
3,ATL,MTY,3459.5,2676.5
3,ATL,MUC,6402,5439
3,ATL,MYR,5012.33333333333,4477.33333333333
3,ATL,NAS,3779.33333333333,3321.66666666667
3,ATL,NJK,0,0
3,ATL,NRT,8912,7985
3,ATL,OAJ,2250,1726.33333333333
3,ATL,OAK,1797.66666666667,1660.33333333333
3,ATL,OKC,3316.33333333333,2783.83333333333
3,ATL,OMA,11101.5,9101.5
3,ATL,ORD,2675.33333333333,2317.16666666667
3,ATL,ORF,8202,6661.8
3,ATL,PAP,4960,2492
3,ATL,PBI,7562.44444444444,6906.77777777778
3,ATL,PDK,13,8
3,ATL,PDX,6042,5578.33333333333
3,ATL,PHF,2842.33333333333,2340.33333333333
3,ATL,PHL,5712.76923076923,4840.69230769231
3,ATL,PHX,5007.75,4634.66666666667
3,ATL,PIA,4650,4063
3,ATL,PIT,7470.83333333333,6437.33333333333
3,ATL,PLS,3143,2813
3,ATL,PNS,9205.75,8196
3,ATL,PSP,800,750
3,ATL,PTY,4958,4440
3,ATL,PUJ,5481.25,5071.5
3,ATL,PVD,4466.66666666667,3814.33333333333
3,ATL,PVG,8731,7680
3,ATL,PVR,5652,5344
3,ATL,PWM,1629,1433.33333333333
3,ATL,QRO,2967,1767
3,ATL,RDU,8024.77777777778,6953.88888888889
3,ATL,RIC,8691.14285714286,7117.85714285714
3,ATL,RIV,0,0
3,ATL,RNO,995,959
3,ATL,ROA,2730.75,2223
3,ATL,ROC,7310.5,6043
3,ATL,RST,720.333333333333,615.666666666667
3,ATL,RSW,14180.4,12363.6
3,ATL,RTB,995,920
3,ATL,SAL,4958,4481
3,ATL,SAN,5738.33333333333,5440.83333333333
3,ATL,SAP,4960,4234
3,ATL,SAT,5537,4870.25
3,ATL,SAV,10980.75,8977
3,ATL,SBN,2300.66666666667,1973.66666666667
3,ATL,SCL,3253.5,2767
3,ATL,SDF,7161.2,6378
3,ATL,SDQ,3170,2962.5
3,ATL,SEA,5709.875,5277.25
3,ATL,SFO,5642,5104.55555555556
3,ATL,SGF,4435.5,3559
3,ATL,SHV,1478.71428571429,1213.57142857143
3,ATL,SJC,15837,14642
3,ATL,SJD,5652,5428
3,ATL,SJO,13330,12505
3,ATL,SJU,6474.5,6152.75
3,ATL,SKB,1440,900
3,ATL,SLC,5229,4915.5
3,ATL,SMF,15840,14955
3,ATL,SNA,17506,16496
3,ATL,SNN,0,0
3,ATL,SRQ,5140.42857142857,4709.85714285714
3,ATL,STI,785,691
3,ATL,STL,6057.77777777778,5169.33333333333
3,ATL,STR,6632,5539
3,ATL,STT,6169,5870
3,ATL,STX,1032.5,944.5
3,ATL,SXM,2043.33333333333,1574.66666666667
3,ATL,SYR,3642,3007
3,ATL,TGU,3843,3155
3,ATL,TLH,3249.33333333333,2751.5
3,ATL,TN8,8,8
3,ATL,TPA,8557.84615384615,7762.07692307692
3,ATL,TRI,4194.66666666667,3340.66666666667
3,ATL,TTN,1665,1539.5
3,ATL,TUL,4087.25,3216.25
3,ATL,TUS,10980,10467
3,ATL,TYS,4389,3883.6
3,ATL,UIO,6362,6044
3,ATL,UVF,6300,5200
3,ATL,VLD,4400,3760
3,ATL,VPS,6482,5452
3,ATL,XNA,3687,2810.5
3,ATL,YHM,0,0
3,ATL,YUL,5143.5,4344
3,ATL,YUM,0,0
3,ATL,YYC,1288,1239.33333333333
3,ATL,YYZ,9076.75,7562.25
3,ATT,BET,66.4285714285714,26.5714285714286
3,ATT,KUK,15.25,4.25
3,ATT,KWT,0,0
3,ATT,MLL,3,0.5
3,ATT,NUP,29.8,9.4
3,ATT,WNA,6,0
3,ATW,ATL,2780,2467
3,ATW,AZA,3348,2985
3,ATW,DEN,1450,1252
3,ATW,DTW,1211.66666666667,985.666666666667
3,ATW,FAR,0,0
3,ATW,LAS,1404,1244
3,ATW,MKE,0,0
3,ATW,MSN,0,0
3,ATW,MSP,2835,2387.5
3,ATW,ORD,5675,4706
3,ATW,PGD,1674,1542
3,ATW,PIE,733.5,647
3,ATW,SFB,1885.5,1650.5
3,ATW,YOW,50,0
3,AUA,ATL,7164,6546
3,AUA,BOS,5471.66666666667,4787.33333333333
3,AUA,BQN,0,0
3,AUA,BWI,5720,4864
3,AUA,CLT,2382.66666666667,2187.66666666667
3,AUA,DFW,812,598
3,AUA,EWR,12888,10976
3,AUA,FLL,2463,1773.5
3,AUA,IAD,1611,1448
3,AUA,IAH,895,656
3,AUA,JFK,4541.25,3534
3,AUA,MIA,3819,2589.75
3,AUA,MSP,1092,789
3,AUA,OPF,9,6
3,AUA,ORD,1742.5,1563
3,AUA,PHL,1387.33333333333,1216.33333333333
3,AUG,BOS,801,325
3,AUH,IAD,7223,5762
3,AUH,JFK,15066,9104
3,AUH,LAX,4592,2484
3,AUH,ORD,11470,8832
3,AUK,BET,29,16.5
3,AUK,EMK,104.333333333333,15.3333333333333
3,AUK,HPB,6,3
